Key,en,ko,ja
Event_ResultA1_10006,"She carefully picked up the flute.\nOf course, she did not put it to her lips.\n\nInstead, she traced the faint <wave_gr_SB>traces of magical power</wave_gr_SB> lingering on its surface with her fingertips.\n""...Contract magic.""\n""The <gr_SB>promise</gr_SB> someone made is still lingering in this flute.""\n\nBut in the end, she could not discover who that promise had been made with.","소피아는 피리를 조심스럽게 집어 들었다.\n당연히 입에 대지는 않았다.\n\n대신 손끝으로 표면에 얕게 남은 <wave_gr_SB>마력의 흔적</wave_gr_SB>을 더듬었다.\n""...계약 마법.""\n""누군가와 맺은 <gr_SB>약속</gr_SB>이 이 피리에 남아 있어.""\n\n하지만 그것이 누구와의 약속이었는지는 끝내 알 수 없었다.",ソフィアは慎重に笛を手に取った。\nもちろん、口に当てることはしなかった。\n\n代わりに、指先で表面にかすかに残る<wave_gr_SB>魔力の痕跡</wave_gr_SB>をなぞった。\n「…契約魔法。」\n「誰かと交わした<gr_SB>約束</gr_SB>が、この笛に残ってる。」\n\nしかし、それが誰との約束だったのかまでは、最後まで分からなかった。
Event_ResultA2_10006,""" """,""" """,""" """
Event_OptionB_10006,It is best not to touch what you do not know.,모르는 물건은 건드리지 않는 것이 좋다.,知らない物には触れないほうがいい
Event_ResultB1_10006,"Kyla stared at the flute, then quietly shook her head.\n\n""...If someone left it behind.""\n""There may be a reason it was left there.""\n\nThe party left the village, leaving the flute exactly where it was.\n\nJust as they were about to leave the silent forest.\nFrom somewhere far in the distance,\na <gr_SB>flute melody</gr_SB> drifted toward them on the wind.","카일라는 피리를 바라보다가 조용히 고개를 저었다.\n\n""...누군가 남겨 둔 물건이라면.""\n""그 자리에 있는 이유가 있을지도 몰라요.""\n\n일행은 피리를 그대로 둔 채 마을을 떠났다.\n\n적막만이 가득한 숲을 벗어나려던 순간.\n아주 멀리서,\n<gr_SB>짧은 피리 소리</gr_SB>가 바람을 타고 들려왔다.\n",カイラは笛を見つめ、静かに首を横に振った。\n\n「…誰かが残していった物なら。」\n「そこに置かれている理由があるのかもしれません。」\n\n一行は笛をそのまま残し、村を後にした。\n\n静寂に満ちた森を抜けようとした、その瞬間。\nはるか遠くから、\n<gr_SB>短い笛の音</gr_SB>が風に乗って聞こえてきた。
Event_ResultB2_10006,""" """,""" """,""" """
Event_Title_10007,The Chicken-Legged Hut,닭다리 오두막,鶏の脚の小屋
Event_Desc_10007,"As they walked along the road,\nthey heard a <shake_gr_BK>dull thud</shake_gr_BK> in the distance, like the sound of a tree falling.\n\nA moment later.\nA small hut slowly began walking out from between the trees.\n\nIt was a house with legs.\nAn old door.\nA crooked chimney.\nA moss-covered roof.\nAnd...\ntwo enormous <gr_O>chicken legs</gr_O> beneath it.\n\nThe hut turned this way and that, as if looking around,\nthen stopped in front of the party for a moment.\nIts door was firmly shut,\nbut somehow, it seemed to be searching for a way.","길을 걷던 중,\n멀리서 나무가 쓰러지는 듯한 <shake_gr_BK>둔탁한 소리</shake_gr_BK>가 들려왔다.\n\n잠시 후.\n작은 오두막 하나가 숲 사이를 천천히 걸어 나오기 시작했다.\n\n다리가 달린 집이 걸어 나온것이다.\n낡은 문.\n기울어진 굴뚝.\n이끼가 낀 지붕.\n그리고...\n커다란 <gr_O>닭의 다리</gr_O> 두 개가 달려 있었다.\n\n오두막은 이리저리 고개를 돌리듯 방향을 바꾸더니,\n잠시 일행 앞에서 멈춰 섰다.\n문은 굳게 닫혀 있었지만,\n왠지 길을 찾고 있는 것처럼 보였다.",道を歩いていると、\n遠くから木が倒れるような<shake_gr_BK>鈍い音</shake_gr_BK>が聞こえてきた。\n\nしばらくすると。\n小さな小屋が森の中からゆっくりと歩いて出てきた。\n\n脚の生えた家が歩いてきたのだ。\n古びた扉。\n傾いた煙突。\n苔むした屋根。\nそして…\n大きな<gr_O>鶏の脚</gr_O>が二本生えていた。\n\n小屋はあちこちを見回すように向きを変えると、\nしばらく一行の前で立ち止まった。\n扉は固く閉ざされていたが、\nなぜか道を探しているように見えた。
Event_OptionA_10007,Kyla Speaks to the hut,카일라가 오두막에게 말을 건다.,話しをかける
Event_ResultA1_10007,"""Have you lost your way?""\nAfter a brief silence.\nThe hut slowly turned its body and faced north.\nIts two legs began walking into the forest with light, gentle steps.\n\nAfter a few steps, the hut stopped for a moment.\nThen, it released a <gr_BK>small puff of smoke</gr_BK> from its chimney.\nAs if it were saying hello.","""길을 잃으셨나요?""\n잠시 정적이 흐른뒤.\n오두막이 천천히 몸을 돌려 북쪽을 향했다.\n두 다리는 가벼운 발걸음으로 숲속을 걸어가기 시작했다.\n\n몇 걸음 뒤, 오두막은 잠시 멈춰 서더니.\n굴뚝에서 <gr_BK>검은 연기</gr_BK>를 뿜었다.\n마치 인사라도 하는 것처럼.\n",「道に迷ったのですか？」\nしばしの静寂が流れた。\nすると、小屋はゆっくりと向きを変え、北を向いた。\n二本の脚で軽やかに歩きながら、森の中へ進み始めた。\n\n数歩進んだところで、小屋はしばらく立ち止まった。\nそして煙突から<gr_BK>小さな煙</gr_BK>を吐き出した。\nまるで挨拶をするかのように。
Event_ResultA2_10007,"All in sudden,\nThe hut gave a sudden shudder,\nthen dashed off in a hurry,\nas though it had just remembered a promise long since forgotten.\n\n<gr_BK>Unfortunately</gr_BK>, it was unclear\nwhether the chicken-legged cottage had any eyes at all,\nfor it came charging straight through the space where the party stood.","순간.\n오두막이 <weakshake_gr_Y>움찔</weakshake_gr_Y> 몸을 떨더니,\n마치 잊고 있던 약속이라도 떠올린 사람처럼 다급하게 달려나갔다. \n\n<gr_BK>불행히도</gr_BK> 닭의 다리가 달린 오두막에 눈은 달리지 않은 건지, \n일행이 서 있던 공간 사이를 질주하며 지나갔다.",その瞬間。\n小屋がびくりと身を震わせると、\nまるで忘れていた約束でも思い出したかのように、\n慌ただしく走り出した。\n\n<gr_BK>不幸にも</gr_BK>、\n鶏の脚が生えたこの小屋に目がついていたのかは定かではなく、\n一行が立っていた場所の間を、勢いよく駆け抜けていった。
Event_OptionB_10007,Try Poking the Chicken Leg,닭다리를 한번 찔러 본다.,鶏の脚をつついてみる
Event_ResultB1_10007,"""Excuse me.""\nLeon poked the chicken leg with the tip of his sword.\n...\n\nSuddenly.\nThe hut shuddered, then gave a great hop,\nlike a startled chicken.\n\n<shake_gr_R>""Aaaah!""</shake_gr_R>\n\nLeon went tumbling backward,\n\nwhile the hut <shake_gr_O>frantically hopped on its chicken legs</shake_gr_O> and fled into the forest.\n\nA moment later.\nA puff of <gr_BK>black smoke</gr_BK> rose from the chimney between the trees.\n\n""Looks like it's angry.""\nDorothy muttered softly.","""실례.""\n레온은 검 끝으로 닭다리를 콕 찔렀다.\n...\n\n순간.\n오두막이 움찔 몸을 떨더니,\n닭이 놀라듯 크게 폴짝 뛰었다.\n\n<shake_gr_R>""으아아!""</shake_gr_R>\n\n레온은 그대로 뒤로 나뒹굴었고,\n\n오두막은 닭다리를 <shake_gr_O>정신없이 폴짝 뛰며</shake_gr_O> 숲속으로 달아났다.\n\n잠시 후.\n나무 사이로 굴뚝에서 <gr_BK>검정 연기</gr_BK>가 한 번 뿜어져 나왔다.\n""화난 것 같은데.""\n도로시가 작게 중얼거렸다.\n",「失礼。」\nレオンは剣先で鶏の脚をつんと突いた。\n…\n\nその瞬間。\n小屋がびくっと身を震わせると、\n驚いた鶏のように大きく跳ね上がった。\n\n<shake_gr_R>「うわああ！」</shake_gr_R>\n\nレオンはそのまま後ろへ転がり、\n\n小屋は鶏の脚で<shake_gr_O>慌ただしく飛び跳ねながら</shake_gr_O>森の中へ逃げていった。\n\nしばらくして。\n木々の間から、煙突より<gr_BK>黒い煙</gr_BK>が一度だけ吐き出された。\n\n「怒ってるみたい。」\nドロシーが小さくつぶやいた。
Event_ResultB2_10007,""" """,""" """,""" """
Event_Title_10008,Doll That Eats Lies,거짓말을 먹는 인형,嘘を食べる人形
Event_Desc_10008,"As the sun began to set,\nthe party stopped at a fork in the road.\nBeneath an old signpost, a <gr_O>wooden doll</gr_O> sat swinging its legs.\nWhen it noticed the party, the doll happily got to its feet.\n\n""Hello.""\n""Excuse me, which way is the village?""\n\nDorothy looked around.\nThere were two paths at the fork.\nBut it was their first time traveling through this area.","해가 떨어지기 시작한 시간,\n일행은 갈림길에서 멈춰 섰다.\n오래된 이정표 아래, <gr_O>목각 인형</gr_O> 하나가 다리를 흔들며 앉아 있었다.\n인형은 일행을 발견하자 반갑게 자리에서 일어났다.\n\n""안녕.""\n""혹시, 마을은 어느 쪽이야? ""\n\n도로시는 주변을 둘러보았다.\n갈림길은 두 갈래.\n하지만 이 근처는 처음 오는 길이였다.",日が沈み始めた頃、\n一行は分かれ道で足を止めた。\n古びた道標の下には、<gr_O>木彫りの人形</gr_O>が足を揺らしながら座っていた。\n人形は一行に気づくと、嬉しそうに立ち上がった。\n\n「こんにちは。」\n「すみません、村はどちらですか？」\n\nドロシーは周囲を見回した。\n分かれ道は二つに分かれている。\nしかし、この辺りを訪れるのは初めてだった。
Event_OptionA_10008,Pretend to know the way,아는 척하며 방향을 알려준다.,知ったかぶりをして道を教える
Event_ResultA1_10008,"Dorothy pointed toward one of the paths after hesitating for a moment.\n""Maybe it's that way.""\nThe doll <gr_O>beamed with delight</gr_O>.\n\n""Thank you!""\nThen it scampered into the forest with small, quick steps.\n\nA moment later.\nThe doll, which had been walking away, suddenly stopped.\nIt touched its own nose.\nThe nose was slowly, ever so slightly, growing longer.\n\nAfter standing there blankly for a moment, the doll suddenly whipped around to face Dorothy.\n""Liar!""\n""...Your shoes will stay wet forever and never dry!""\n""...And there will always be sand in your socks!""\nAfter spewing a series of <gr_BK>ridiculous curses</gr_BK>\nthe doll stomped off into the opposite side of the forest, fuming.","도로시는 잠시 망설이다가 한쪽 길을 가리켰다.\n""아마 저쪽일 거야.""\n인형은 <gr_O>활짝 웃었다</gr_O>.\n\n""고마워!""\n그리고는 작은 발걸음으로 숲속을 총총 걸어갔다.\n\n잠시 후.\n멀어져 가던 인형이 갑자기 걸음을 멈췄다.\n인형은 자신의 코를 만져 보았다.\n코는 천천히, 아주 조금씩 길어지고 있었다.\n\n잠시 멍하니 서 있던 인형은 이내 도로시 쪽을 홱 돌아보았다.\n""거짓말쟁이!""\n""...네 신발은 영원히 젖은 채 마르지 않을 거야!""\n""...양말엔 항상 모래가 들어갈 거고!""\n한참 동안 <gr_BK>알 수 없는 저주</gr_BK>를 퍼붓던 인형은,\n씩씩거리며 반대편 숲으로 걸어가 버렸다.\n",ドロシーは少し迷った後、片方の道を指差した。\n「たぶん、あっちだと思う。」\n人形は<gr_O>満面の笑みを浮かべた</gr_O>。\n\n「ありがとう！」\nそして、小さな足取りで森の中へとぱたぱた歩いていった。\n\nしばらくして。\n遠ざかっていた人形が突然、足を止めた。\n人形は自分の鼻に触れてみた。\n鼻はゆっくりと、ほんの少しずつ長くなっていた。\n\nしばらく呆然と立っていた人形は、やがてドロシーの方へ勢いよく振り返った。\n「嘘つき！」\n「…お前の靴は永遠に濡れたまま、乾くことはないからな！」\n「…靴下にはいつも砂が入り込むだろう！」\nしばらくの間、<gr_BK>訳の分からない呪い</gr_BK>を吐き続けた人形は、\n憤慨した様子で反対側の森へと歩き去っていった。
Event_ResultA2_10008,""" """,""" """,""" """
Event_OptionB_10008,Honestly Admit That You Don't Know,모른다고 솔직하게 이야기한다.,分からないと正直に話す
Event_ResultB1_10008,"Dorothy stared at the fork in the road for a moment,\nthen quietly shook her head.\n""Sorry... I don't really know either.""\nThe wooden doll looked at Dorothy for a moment.\n""Really...?""\nThe doll lightly touched its own nose with one hand.\n""Shall we look for the way together?""\n\nThe party went back and forth between the paths,\nsearching their surroundings.\nLeon tried following the footprints left in the dirt,\nbut before long, they became mixed with animal tracks,\nmaking them impossible to distinguish any further.\n\nSophia watched the direction of the fallen leaves scattered by the wind,\nbut the forest seemed to blow the same wind from every direction,\nas if trying to conceal the path.\n\nKyla slowly ran her hand along a tree trunk.\n""Here...""\nOne side of the bark was <gr_B>noticeably worn down</gr_B>.\n""It looks like people kept placing their hands here as they passed by.""\nWhen everyone took another look at the surrounding trees,\nfaint traces at the same height could be seen continuing deeper into the forest.\n\nThe wooden doll's face <gr_O>lit up brightly</gr_O>.\n""We found it!""\n""Thank you!""\nThe doll waved with a smile,\nthen slowly walked toward the path leading into the forest.","도로시는 잠시 갈림길을 바라보다가 조용히 고개를 저었다.\n""미안.. 나도 잘 모르겠어. ""\n목각 인형은 잠시 도로시를 바라보았다.\n""그래...?""\n인형은 손으로 자신의 코를 슬쩍 만져 보았다.\n""같이 길을 찾아볼까요?""\n\n일행은 갈림길을 오가며 주변을 살폈다.\n레온은 흙바닥에 남은 발자국을 따라가 보았지만,\n얼마 지나지 않아 동물들의 흔적과 뒤섞여\n더는 구분할 수 없었다.\n\n소피아는 바람에 흩날리는 낙엽의 방향을 살펴보았지만,\n숲은 마치 길을 숨기려는 듯 사방에서 같은 바람을 불어왔다.\n\n카일라가 나무줄기를 손으로 천천히 쓸어내렸다.\n""여기...""\n나무껍질 한쪽이 <gr_B>유난히 닳아 있었다</gr_B>.\n""사람들이 지나가며 계속 손을 짚었던 흔적 같아요.""\n모두가 주변의 나무들을 다시 살펴보자,\n희미하지만 같은 높이의 흔적이 숲 안쪽까지 이어지고 있었다.\n\n목각 인형의 얼굴이 <gr_O>환하게 밝아졌다</gr_O>.\n""찾았다!""\n""고마워!""\n인형은 웃으며 손을 흔든 뒤,\n숲속 길을 향해 천천히 걸어갔다.",ドロシーはしばらく分かれ道を見つめた後、静かに首を横に振った。\n「ごめん…私もよく分からないの。」\n木彫りの人形はしばらくドロシーを見つめた。\n「そう…？」\n人形は手で自分の鼻をそっと触ってみた。\n「一緒に道を探しましょうか？」\n\n一行は分かれ道を行ったり来たりしながら、周囲を見回した。\nレオンは土の上に残された足跡を辿ってみたが、\nほどなくして動物たちの痕跡と混ざり合い、\nそれ以上は見分けることができなくなった。\n\nソフィアは風に舞う落ち葉の方向を調べたが、\n森はまるで道を隠そうとするかのように、四方から同じ風を吹かせていた。\n\nカイラが木の幹を手でゆっくりとなぞった。\n「ここ…」\n樹皮の一部が<gr_B>ひどく擦り減っていた</gr_B>。\n「人が通りながら、何度も手をついた跡みたいです。」\n皆で周囲の木々を改めて調べてみると、\nかすかではあるものの、同じ高さの痕跡が森の奥まで続いていた。\n\n木彫りの人形の顔が<gr_O>ぱっと明るくなった</gr_O>。\n「見つけた！」\n「ありがとう！」\n人形は笑顔で手を振ると、\n森の中へ続く道へ向かってゆっくりと歩いていった。
Event_ResultB2_10008,""" """,""" """,""" """
Event_Title_10009,Wedding in the Forest,숲속의 혼례,森の中の婚礼
Event_Desc_10009,"While walking through the forest at dusk,\n<wave_gr_O>the gentle sound of musical instruments</wave_gr_O> could be heard from somewhere.\n\nThen came the sound of <gr_O>laughter</gr_O>.\nThe clinking of glasses.\nA voice offering blessings as someone applauded.\n\nIt certainly sounded as though many people had gathered,\nbut there was nothing around them but trees.\n\nFollowing the sounds deeper into the forest,\na small clearing came into view.\nThere stood a long banquet table.\nChairs decorated with flowers.\nTea still steaming as if it had just been poured.\nTableware arranged as neatly as if it had only just been set down.\n\nAnd yet...\nthere was not a single person in sight.\nEven so,\nthe sound of someone raising a glass and the sound of laughter\ncontinued to <wave_gr_O>fill the clearing</wave_gr_O>.\n\nKyla lowered her voice.\n""We may be guests who were never invited.""","해질녘 숲을 걷던 중,\n어디선가 <wave_gr_O>잔잔한 악기 소리</wave_gr_O>가 들려왔다.\n\n뒤이어 들려오는 <gr_O>웃음소리</gr_O>.\n잔을 부딪치는 소리.\n누군가 박수를 치며 축복하는 목소리.\n\n분명 많은 사람들이 모여 있는 듯했지만,\n주변에는 나무뿐이었다.\n\n소리를 따라 숲 안쪽으로 들어가자,\n작은 공터가 모습을 드러냈다.\n그곳에는 길게 차려진 연회용 식탁.\n꽃으로 장식된 의자.\n막 따라낸 듯 김이 피어오르는 차.\n방금 내려놓은 것처럼 반듯한 식기.\n\n그러나...\n정작 사람의 모습은 단 한 명도 보이지 않았다.\n그런데도,\n누군가 잔을 들어 올리는 소리와 웃음소리는\n여전히 <wave_gr_O>공터를 가득 채우고</wave_gr_O> 있었다.\n\n카일라가 목소리를 낮췄다.\n""우리는 초대받지 않은 손님일지도 모르겠어요.""",夕暮れの森を歩いていると、\nどこからか<wave_gr_O>穏やかな楽器の音</wave_gr_O>が聞こえてきた。\n\n続いて聞こえてくる<gr_O>笑い声</gr_O>。\nグラスを打ち鳴らす音。\n誰かが拍手をしながら祝福する声。\n\n確かに大勢の人々が集まっているようだったが、\n周囲には木々しかなかった。\n\n音を追って森の奥へ進んでいくと、\n小さな空き地が姿を現した。\nそこには長く並べられた宴会用の食卓。\n花で飾られた椅子。\nまるで淹れたばかりのように湯気の立つお茶。\nたった今置かれたばかりのように整然と並べられた食器。\n\nしかし…\n肝心の人の姿は一人も見当たらなかった。\nそれなのに、\n誰かがグラスを掲げる音と笑い声は\n今もなお<wave_gr_O>空き地を満たしていた</wave_gr_O>。\n\nカイラが声を落とした。\n「私たちは、招かれざる客なのかもしれません。」
Event_OptionA_10009,Quietly Bless the Wedding,조용히 혼례를 축복한다.,婚礼を祝福する
Event_ResultA1_10009,"Kyla gently bowed her head toward the clearing.\n<gr_O>""May blessings accompany you both on the road ahead.""</gr_O>\n\nFor a moment, everything around them fell silent.\nThen, as if someone unseen had raised a glass in response,\nthe clear sound of a glass ringing echoed through the forest.\n\nThe party quietly left the forest without lingering any longer.\nBy the time they reached the edge of the woods,\n<gr_O>the eastern sky</gr_O> had begun to grow faintly brighter.\n\nThey had certainly entered the forest at dusk,\nbut somehow, the entire night had already passed.\nLeon stared blankly up at the sky and spoke.\n\n""We...""\n""How long were we here?""\nBut no one could answer.","카일라는 공터를 향해 가볍게 고개를 숙였다.\n<gr_O>""두 분의 앞날에 축복이 함께하기를.""</gr_O>\n\n순간, 주변이 고요해졌다.\n이내 보이지 않는 누군가가 잔을 들어 답례하는 듯,\n맑은 유리잔 소리가 숲속에 울려 퍼졌다.\n\n일행은 더 머물지 않고 조용히 숲을 빠져나왔다.\n숲의 끝자락에 다다랐을 무렵.\n<gr_O>동쪽 하늘</gr_O>이 희미하게 밝아오기 시작했다.\n\n분명 해질녘에 숲으로 들어왔는데,\n어느새 밤이 모두 지나가 있었다.\n레온이 멍하니 하늘을 올려다보며 말했다.\n\n""우리...""\n""얼마나 있었던 거지?""\n하지만 그 누구도 대답하지 못했다.",カイラは空き地に向かって軽く頭を下げた。\n<gr_O>「お二人の行く末に祝福がありますように。」</gr_O>\n\nその瞬間、辺りが静まり返った。\nやがて、見えない誰かがグラスを掲げて返礼するかのように、\n澄んだグラスの音が森の中に響き渡った。\n\n一行はそれ以上留まらず、静かに森を抜けた。\n森の端までたどり着いた頃。\n<gr_O>東の空</gr_O>が淡く明るくなり始めていた。\n\n確かに夕暮れ時に森へ入ったはずなのに、\nいつの間にか夜はすっかり過ぎ去っていた。\nレオンはぼんやりと空を見上げながら言った。\n\n「俺たち…」\n「どれくらいここにいたんだ？」\nしかし、誰も答えることはできなかった。
Event_ResultA2_10009,""" """,""" """,""" """
Event_OptionB_10009,Respectfully Look Around the Banquet Hall,조심스럽게 연회장을 둘러본다.,宴会場を丁寧に見回す
Event_ResultB1_10009,"Sophia slowly walked between the banquet tables.\nThe chairs were empty,\nyet they slowly slid backward as if someone were sitting right in front of her.\n\nThe teapot tilted on its own,\nand the sound of tea being poured into an empty cup could be heard.\n\nDorothy found herself holding her breath.\n""Is there really no one here...?""\n\nAt that moment,\nfrom right beside them came the sound of someone <wave_gr_O>quietly laughing</wave_gr_O>.\n\nThe party turned around and left without lingering any longer.\nAs soon as they stepped out of the forest,\nthe sounds of the wedding vanished as if they had never existed.\n\nThen, when they happened to look up,\n<gr_O>the first rays of sunlight</gr_O> were shining down on the forest from the eastern sky.\nThey had thought they had only looked around for a moment,\nbut the night had already come to an end.","소피아는 천천히 식탁 사이를 걸었다.\n의자는 비어 있었지만,\n누군가 바로 앞에 앉아 있는 것처럼 조금씩 뒤로 밀려났다.\n\n찻주전자가 홀로 기울어지고,\n빈 잔에 차가 따라지는 소리가 들렸다.\n\n도로시는 자신도 모르게 숨을 삼켰다.\n""정말 아무도 없는 거 맞나...?""\n\n그 순간,\n바로 곁에서 누군가 <wave_gr_O>작게 웃는 소리</wave_gr_O>가 들렸다.\n\n일행은 더 이상 머물지 않고 발걸음을 돌렸다.\n숲을 벗어나자,\n결혼식의 소리는 거짓말처럼 사라졌다.\n\n그리고 문득 고개를 들어보니,\n동쪽 하늘 위로 <gr_O>첫 햇살</gr_O>이 숲을 비추고 있었다.\n잠시 둘러본 것뿐이라 생각했지만,\n밤은 이미 끝나 있었다.",ソフィアはゆっくりと食卓の間を歩いた。\n椅子は空いていたが、\nまるで誰かが目の前に座っているかのように、少しずつ後ろへ引かれていった。\n\nティーポットがひとりでに傾き、\n空のグラスに紅茶が注がれる音が聞こえた。\n\nドロシーは思わず息をのんだ。\n「本当に誰もいないの…？」\n\nその瞬間、\nすぐそばから誰かが<wave_gr_O>小さく笑う声</wave_gr_O>が聞こえた。\n\n一行はそれ以上留まらず、踵を返した。\n森を抜けると、\n結婚式の音は嘘のように消え去った。\n\nそしてふと顔を上げると、\n東の空から<gr_O>最初の陽光</gr_O>が森を照らしていた。\n少し見て回っただけだと思っていたが、\n夜はすでに終わっていた。
Event_ResultB2_10009,""" """,""" """,""" """
Event_Title_10010,The One Yet to Ascend,승천하지 못한 것,未だ昇天せぬもの
Event_Desc_10010,"Deep within the mountains.\nWhile passing through an ancient valley,\nthe party discovered enormous tracks.\n\nTrees had been snapped,\nand long marks stretched across the rocks,\nas though some gigantic body had passed through.\nFollowing the trail to its end,\nthey found <gr_SB>a moonlit pond</gr_SB>.\nThere, coiled upon the water, was <gr_SB>a single serpent</gr_SB>.\n\nYet something was strange.\nIts body was far too enormous to be an ordinary snake,\nand a small horn protruded from its head.\nThe creature slowly opened its eyes.\n\n""Human...""\n""I would ask you one thing.""\nA low, ancient voice echoed.\n""Tell me. What do your eyes see when they look upon me?""\nAs those words sank into the surface of the water,\nthe pond fell utterly still, without a single ripple.\n\nIt gazed at its own reflection upon the water.\n""For hundreds of years, I have lived in this form...""\n""But what I truly am...""\n""No one has ever told me.""","깊은 산속.\n오래된 계곡을 지나던 일행은,\n거대한 흔적을 발견했다.\n\n나무는 꺾여 있었고,\n바위에는 거대한 몸이 지나간 듯한 자국이 길게 남아 있었다.\n그 흔적을 따라간 끝.\n<gr_SB>달빛이 비치는 연못</gr_SB> 위에서,\n<gr_SB>뱀 한 마리</gr_SB>가 몸을 웅크리고 있었다.\n\n하지만 무언가 이상했다.\n그 몸은 평범한 뱀이라고 하기엔 너무 거대했고,\n머리 위에는 작은 뿔이 돋아나 있었다.\n그 존재는 천천히 눈을 떴다.\n\n""인간...""\n""하나 묻겠다.""\n낮고 오래된 목소리가 울렸다.\n""나는 무엇으로 보이느냐?""\n그 한마디가 물 위로 가라앉자,\n연못은 파문 하나 없이 고요해졌다.\n\n그것은 물 위에 비친 자신의 모습을 바라보았다.\n""수백 년 동안 이 모습을 보아왔다.""\n""하지만 정작 내가 무엇인지.""\n""누구에게도 듣지 못했다.""",深い山の中。\n古い谷間を通り抜けていた一行は、\n巨大な痕跡を発見した。\n\n木々はへし折られ、\n岩には巨大な身体が通り過ぎたかのような跡が長く残っていた。\nその痕跡を辿った先。\n<gr_SB>月明かりに照らされた池</gr_SB>の上で、\n<gr_SB>一匹の蛇</gr_SB>が身体を丸めていた。\n\nしかし、何かがおかしかった。\nその身体は普通の蛇と呼ぶにはあまりにも巨大で、\n頭の上には小さな角が生えていた。\nその存在はゆっくりと目を開いた。\n\n「人間よ…」\n「一つ、尋ねよう。」\n低く、古びた声が響いた。\n「答えよ。お前たちの目には、私は何に見える？」\nその一言が水面へ沈むと、\n池は波紋一つ立てず静まり返った。\n\nそれは水面に映る自分の姿を見つめた。\n「何百年もの間、私はこの姿で生きてきた…。」\n「だが、私が一体何者なのか。」\n「誰にも聞いたことがない。」
Event_OptionA_10010,You Are a Dragon,용이라고 알려준다.,龍だと答える
Event_ResultA1_10010,"Dorothy slowly nodded.\n<gr_O>""You are a dragon.""</gr_O>\nThe color of its eyes grew deeper.\n\nDorothy thought for a moment before answering.\n""Even if you are not one yet.""\n""I believe you are a being who can become one.""\n\nIt said nothing.\nAs if savoring the answer it had waited so long to hear,\nits gaze slowly lingered upon the surface of the water.\n\nA <wave_gr_SB>small ripple</wave_gr_SB> spread across the pond,\nand it slowly raised its body.\nThe clouds shifted,\nand the surface of the pond stirred violently.\n\n""If someone sees me as such...""\n""Then perhaps I, too, may come to see myself that way.""\n\nIn that moment,\na <gr_Y>faint light</gr_Y> descended from the sky.\nThe scales covering its body began to glow.\n\nBefore long, it disappeared into the clouds.\nAll that remained in its place\nwas a <gr_SB>small scale</gr_SB> imbued with a gentle warmth.","도로시는 천천히 고개를 끄덕였다.\n<gr_O>""너는 용이야.""</gr_O>\n그것의 눈동자의 색이 한층 더 깊어졌다.\n\n도로시는 잠시 생각하다 대답했다.\n""아직 아니라고 해도.""\n""될 수 있는 존재라고 생각해.""\n\n그것은 아무 말도 하지 않았다.\n오래도록 기다려 온 대답을 곱씹듯,\n시선만 천천히 물 위를 맴돌았다.\n\n연못에 <wave_gr_SB>작은 파문</wave_gr_SB>이 퍼지며,\n그것은 천천히 몸을 일으켰다.\n구름이 움직이고,\n연못의 물결이 크게 흔들렸다.\n\n""누군가가 그렇게 봐준다면.""\n""나 또한 나를 그렇게 볼 수 있겠지.""순간,\n하늘에서 <gr_Y>희미한 빛</gr_Y>이 내려왔다.\n몸을 감싸던 비늘이 빛나기 시작했다.\n\n이윽고 그것은 구름 속으로 사라졌다.\n그 자리에 남은 것은,\n따뜻한 기운이 감도는 <gr_SB>작은 비늘</gr_SB> 하나였다.",ドロシーはゆっくりとうなずいた。\n<gr_O>「あなたは龍よ。」</gr_O>\nその瞳の色が、さらに深みを増した。\n\nドロシーはしばし考えてから答えた。\n「まだ、そうではないとしても。」\n「そうなれる存在だと思うわ。」\n\nそれは何も言わなかった。\n長い間待ち続けていた答えを噛みしめるように、\nその視線だけがゆっくりと水面をさまよった。\n\n池に<wave_gr_SB>小さな波紋</wave_gr_SB>が広がり、\nそれはゆっくりと身を起こした。\n雲が動き、\n池の水面が大きく揺らめいた。\n\n「誰かが、そう見てくれるというのなら。」\n「我もまた、自らをそう見ることができるのかもしれぬ。」\n\nその瞬間、\n空から<gr_Y>淡い光</gr_Y>が降り注いだ。\nその身を覆っていた鱗が、輝き始めた。\n\nやがて、それは雲の中へと消えていった。\nその場に残されたのは、\n温かな気配を宿した<gr_SB>小さな鱗</gr_SB>ひとつだけだった。
Event_ResultA2_10010,""" """,""" """,""" """
Event_OptionB_10010,Not Yet a Dragon,용이 아니라고 한다.,龍ではないと答える
